@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute outputs-1 {0,1,2,3,4,5}
@attribute outputs-2 {0,1,2,3,4,5}

@data
3559,'2016/11/03 14:25:54:861',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,23.792923,-62.556389,6.972168,37.797729,-49.527596,122.060852,13.159485,-34.958672,-66.540405,26.133759,-34.260788,32.24527,48.55162,-60.969658,49.792419,63.381592,-42.335075,26.827362,?,1
3560,'2016/11/03 14:25:54:910',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,23.08316,-62.366249,6.729156,38.001892,-49.593285,121.809143,13.267532,-35.16375,-66.614319,26.206085,-34.238426,32.172455,48.669037,-60.979691,49.322906,63.446762,-42.304733,26.472046,?,1
3561,'2016/11/03 14:25:54:961',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,23.220459,-62.432678,6.631271,38.072525,-49.636429,121.714355,13.393234,-35.426109,-66.667694,26.220734,-34.239464,32.159943,48.752274,-60.991287,49.042633,63.474182,-42.26265,26.375671,?,1
3562,'2016/11/03 14:25:55:010',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,23.033859,-62.437241,6.74054,38.097641,-49.632729,121.699829,13.480713,-35.713814,-66.688477,26.214691,-34.237373,32.160706,48.78273,-61.000839,48.944122,63.470718,-42.249268,26.334686,?,1
3563,'2016/11/03 14:25:55:061',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,22.865753,-62.42997,6.828339,38.109741,-49.62822,121.703918,13.53772,-35.915047,-66.682831,26.212448,-34.23613,32.168747,48.793854,-61.011017,48.910034,63.466599,-42.250603,26.317505,?,1
3564,'2016/11/03 14:25:55:110',70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1
3565,'2016/11/03 14:25:55:161',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,22.93428,-63.004486,9.51535,38.746063,-49.943771,123.870667,13.076675,-36.767273,-64.053345,26.086517,-34.718025,34.57048,49.234283,-61.317497,50.847046,63.42012,-42.409874,27.824951,?,1
3566,'2016/11/03 14:25:55:210',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,22.434143,-63.385262,10.432678,38.606537,-50.19606,124.472015,12.635727,-37.28257,-63.368347,25.822739,-35.061691,35.135361,48.907532,-61.731369,51.546234,63.094086,-42.893158,28.10051,?,1
3567,'2016/11/03 14:25:55:261',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,22.067963,-63.684357,10.873505,38.477982,-50.315514,124.646027,12.313965,-37.821724,-63.209198,25.543121,-35.325172,35.227631,48.717194,-61.984947,51.639526,62.815277,-43.136139,28.049652,?,1
3568,'2016/11/03 14:25:55:309',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,21.625595,-64.033394,11.203232,38.388565,-50.478104,124.645355,12.009033,-38.426651,-63.214218,25.289185,-35.645927,35.139526,48.565231,-62.273254,51.679474,62.563828,-43.43013,27.810364,?,1
3569,'2016/11/03 14:25:55:361',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,21.305161,-64.310532,11.520081,38.313019,-50.773514,124.785614,11.919052,-38.915718,-63.041107,25.120331,-35.960739,35.31424,48.544312,-62.554161,51.82457,62.42157,-43.660286,27.915085,?,1
3570,'2016/11/03 14:25:55:409',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,21.286865,-64.564529,11.565704,38.324142,-51.034767,124.790344,11.895767,-39.298264,-62.973969,25.058151,-36.215286,35.372177,48.616501,-62.805916,51.942612,62.370132,-43.871628,27.880966,?,1
3571,'2016/11/03 14:25:55:461',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,21.231277,-64.863548,11.575348,38.398636,-51.343742,124.663452,11.79808,-39.666443,-62.966446,25.02179,-36.512466,35.328247,48.665878,-63.120232,51.839645,62.326447,-44.162529,27.641388,?,1
3572,'2016/11/03 14:25:55:509',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,21.230774,-64.998138,11.586823,38.440109,-51.525093,124.657471,11.807343,-39.793312,-62.909027,25.021622,-36.654007,35.395477,48.699249,-63.281601,51.7323,62.325089,-44.294487,27.617401,?,1
3573,'2016/11/03 14:25:55:561',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,21.336395,-65.111382,11.571747,38.49884,-51.712563,124.694458,11.899963,-39.875641,-62.824295,25.039505,-36.778931,35.532501,48.821564,-63.410263,51.585358,62.365845,-44.346733,27.708237,?,1
3574,'2016/11/03 14:25:55:610',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,34.242584,-67.7229,13.531601,38.106186,-51.786743,124.920227,12.258774,-39.873955,-63.015152,25.079132,-36.81794,35.532104,48.545807,-63.633064,51.73259,62.346909,-44.622902,28.214218,?,1
3575,'2016/11/03 14:25:55:661',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,33.632874,-67.75737,15.09082,37.344131,-51.343575,125.785797,13.259903,-39.81369,-63.506836,25.294113,-36.682884,35.466537,47.98082,-63.774506,53.271729,62.39949,-45.082153,29.503143,?,1
3576,'2016/11/03 14:25:55:709',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,32.531601,-67.708557,16.358948,36.146454,-50.909828,126.486298,15.257782,-39.703804,-64.825592,25.630493,-36.609108,34.963669,47.605087,-63.841614,55.035736,62.657089,-45.401581,31.514038,?,1
3577,'2016/11/03 14:25:55:776',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,29.221329,-68.151482,19.185776,34.547226,-50.110527,126.828796,18.250473,-40.321976,-67.056061,26.198639,-36.620148,33.515182,47.44252,-63.795685,57.563354,63.156128,-45.672722,34.027756,?,1
3578,'2016/11/03 14:25:55:828',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,28.045044,-68.218445,20.472885,33.425171,-49.642731,127.111877,20.749863,-41.130409,-68.33432,26.660522,-36.79734,32.622284,47.809616,-63.649597,59.998932,63.677475,-45.595581,36.385468,?,1
3579,'2016/11/03 14:25:55:876',70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1
3580,'2016/11/03 14:25:55:929',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,27.279373,-67.721924,24.241486,31.005768,-48.826012,128.266052,23.54892,-41.886185,-68.770416,26.421051,-36.84198,32.434006,47.500458,-63.048485,65.348633,63.458923,-45.14695,40.660812,?,1
3581,'2016/11/03 14:25:55:977',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,27.250397,-67.524582,25.62645,30.240356,-48.850647,129.085266,23.177597,-41.610573,-67.936859,25.770905,-36.743492,33.340576,46.938095,-62.902008,66.423279,62.836594,-44.946014,41.772003,?,1
3582,'2016/11/03 14:25:56:028',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,26.514877,-66.916679,26.491516,29.276428,-48.625725,130.034821,22.647125,-40.75486,-66.899261,24.965546,-36.257622,34.497131,46.10199,-62.4646,67.537262,62.019958,-44.474823,43.033249,?,1
3583,'2016/11/03 14:25:56:076',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,28.512161,-66.624405,29.219971,27.746078,-47.939377,130.833344,21.906433,-39.930077,-66.160065,24.102402,-35.487396,35.257065,44.266907,-62.076355,68.827026,60.840088,-44.448914,44.180511,?,1
3584,'2016/11/03 14:25:56:129',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,28.854477,-66.542885,32.031479,25.219116,-47.128136,131.101746,20.998825,-39.68129,-66.22168,22.754028,-34.937469,35.129272,41.445068,-61.927567,69.9888,58.987411,-44.874123,45.248474,?,1
3585,'2016/11/03 14:25:56:177',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,28.128174,-66.405273,33.239105,23.347427,-46.872459,131.271881,19.347092,-39.147057,-65.983032,21.177872,-34.535088,35.402954,39.259964,-61.796989,70.093475,57.18425,-44.952049,45.473724,?,1
3586,'2016/11/03 14:25:56:228',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,27.175583,-66.347107,33.381226,22.354874,-46.800461,131.235077,16.878418,-38.806389,-65.663284,19.692581,-34.23539,35.628708,37.427307,-61.803131,69.311554,55.533554,-45.149353,44.32988,?,1
3587,'2016/11/03 14:25:56:276',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,26.485092,-66.455208,33.470093,22.433487,-46.931236,131.626282,13.511673,-38.750679,-64.467804,18.334808,-34.10331,36.481552,36.108963,-61.954605,68.161469,54.101715,-45.416451,42.379547,?,1
3588,'2016/11/03 14:25:56:328',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,25.320343,-66.490158,33.618088,23.600754,-47.185852,132.458923,9.303329,-39.029045,-62.018524,17.093185,-34.135109,38.094055,35.424759,-62.161736,66.902405,52.885162,-45.596977,39.881027,?,1
3589,'2016/11/03 14:25:56:376',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,24.201172,-66.708168,34.163605,24.997543,-47.569077,133.305115,5.326492,-39.463432,-59.032791,16.059357,-34.395668,39.897751,34.812622,-62.616402,65.6586,51.752396,-46.02417,37.575592,?,1
3590,'2016/11/03 14:25:56:428',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,22.617676,-67.216438,34.327866,27.599228,-48.755783,133.802582,-0.755539,-40.554108,-53.622131,14.480621,-35.293549,42.781555,34.418884,-63.617104,62.569519,50.09787,-46.585915,33.683395,?,1
3591,'2016/11/03 14:25:56:476',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,21.618973,-67.022995,33.619476,30.17688,-49.38652,132.719238,-5.375549,-41.467346,-49.412994,13.544586,-35.90609,44.150574,34.336761,-64.20475,59.163635,48.886261,-46.871994,29.447632,?,1
3592,'2016/11/03 14:25:56:528',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,21.728821,-67.398628,32.70282,33.601013,-49.394691,129.467468,-8.408264,-42.74498,-47.212296,13.787308,-36.523232,43.015854,34.974243,-64.762955,54.936264,48.596619,-47.460541,23.606323,?,1
3593,'2016/11/03 14:25:56:576',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,23.859802,-67.733101,29.494614,37.000549,-49.765991,125.108246,-7.582657,-43.638374,-49.202057,15.947311,-37.212692,39.553131,36.839676,-65.35778,49.958771,50.475693,-48.205635,18.352448,?,1
3594,'2016/11/03 14:25:56:628',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,27.219009,-67.614914,23.484741,40.438034,-50.410576,119.609467,-4.587891,-44.000488,-54.499649,18.869919,-37.879379,34.568939,40.346207,-65.671791,42.983246,53.725159,-48.097076,12.852341,?,1
3595,'2016/11/03 14:25:56:676',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,29.649643,-67.633591,19.65152,43.317841,-50.411354,115.353516,-2.057068,-44.351593,-58.960846,21.446884,-38.327469,30.17601,43.206985,-65.930466,38.841278,56.399384,-48.346375,8.454086,?,1
3596,'2016/11/03 14:25:56:727',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,31.382233,-67.165558,14.367584,45.34317,-50.465546,111.802338,1.174622,-43.954033,-64.283966,23.842392,-38.543617,26.070419,45.96254,-65.92482,34.823715,59.135742,-48.139465,5.31543,?,1
3597,'2016/11/03 14:25:56:776',70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1
3598,'2016/11/03 14:25:56:828',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,33.160446,-65.811386,4.578293,48.940735,-50.045372,104.887939,5.863022,-42.31102,-72.777664,27.493835,-38.128311,19.094833,50.273071,-65.219131,26.126266,63.212296,-46.907341,-1.186234,?,1
3599,'2016/11/03 14:25:56:877',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,35.076523,-64.78141,-1.60408,51.366821,-49.691917,99.516357,8.346481,-41.190826,-78.198341,29.541275,-37.634262,14.263779,53.242661,-64.324226,19.270615,65.594482,-45.460854,-6.31221,?,1
3600,'2016/11/03 14:25:56:928',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,36.386749,-64.03849,-6.354324,53.707642,-49.375053,94.932373,10.646133,-40.288345,-82.569687,31.864166,-37.080742,9.939758,55.623825,-63.848099,15.136887,67.850342,-44.990372,-10.899307,?,1
3601,'2016/11/03 14:25:56:975',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,38.077728,-63.111404,-10.334229,56.282043,-48.847504,90.995453,12.482101,-39.281288,-85.501099,34.082428,-36.29261,6.661957,57.917847,-63.100662,11.349792,69.946594,-44.20871,-15.021576,?,1
3602,'2016/11/03 14:25:57:028',70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1
3603,'2016/11/03 14:25:57:076',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,42.430405,-62.653915,-17.566528,61.85701,-49.161514,83.801941,16.144333,-38.461456,-89.920265,38.709671,-35.92569,1.29361,62.538757,-62.788231,2.966248,74.31868,-43.648727,-22.53653,?,1
3604,'2016/11/03 14:25:57:134',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,46.057343,-63.413887,-19.460037,66.435562,-48.630844,80.290894,20.182571,-39.638718,-93.465683,43.133759,-36.176796,-2.898376,66.513245,-63.249146,0.475403,78.513458,-44.51548,-26.680679,?,1
3605,'2016/11/03 14:25:57:178',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,51.012482,-64.886154,-22.959534,69.847275,-49.117828,77.386078,26.57785,-41.231201,-99.938263,47.891815,-37.224998,-7.891724,71.42659,-64.175171,-1.491791,83.701202,-45.559753,-28.82515,?,1
3606,'2016/11/03 14:25:57:228',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,53.540939,-65.907845,-24.822021,71.576401,-49.456314,75.903259,30.379318,-41.863815,-103.55777,50.698044,-37.710075,-10.640274,73.782455,-64.828484,-2.598648,86.613876,-46.387253,-29.742096,?,1
3607,'2016/11/03 14:25:57:276',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,55.103561,-67.036819,-29.26181,73.811508,-50.532585,74.177856,35.698364,-42.186157,-107.958847,54.146439,-38.545784,-13.313782,77.693893,-65.431808,-4.549164,90.543945,-46.66906,-30.209412,?,1
3608,'2016/11/03 14:25:57:329',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,54.167206,-66.781281,-33.984894,74.279312,-51.390938,73.657471,40.040115,-42.030235,-111.419655,56.092026,-39.080696,-14.845123,80.491653,-65.553665,-4.083511,93.05249,-46.425735,-28.932388,?,1
3609,'2016/11/03 14:25:57:378',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,53.517654,-66.340843,-35.994583,74.360229,-51.703453,73.50827,42.119751,-41.729095,-112.922516,56.926086,-39.231758,-15.465851,81.7043,-65.497833,-3.553497,94.130951,-46.213425,-28.103531,?,1
3610,'2016/11/03 14:25:57:428',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,54.271957,-66.279457,-37.579193,74.225952,-52.067841,73.39682,43.762848,-41.298782,-114.063538,57.499908,-39.347366,-15.89444,82.438095,-65.524117,-3.27356,94.874237,-46.094307,-27.287247,?,1
3611,'2016/11/03 14:25:57:476',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,55.797989,-66.483444,-40.027588,73.826797,-52.448807,72.58432,45.969757,-41.257362,-116.391022,58.302124,-39.551285,-17.430252,83.111496,-65.735794,-3.722351,95.840775,-46.205902,-26.76535,?,1
3612,'2016/11/03 14:25:57:528',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,59.450897,-67.167053,-42.965347,73.032242,-52.624084,71.547974,47.80777,-41.265945,-118.866943,58.729919,-39.641838,-19.223282,83.365356,-65.834969,-4.387238,96.405212,-46.215607,-26.419632,?,1
3613,'2016/11/03 14:25:57:576',70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1
3614,'2016/11/03 14:25:57:629',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,70.113007,-68.341042,-49.251556,70.699326,-53.479553,69.269653,50.865311,-40.714348,-122.778992,58.931549,-39.601509,-22.078583,83.004227,-66.052139,-6.732208,96.765594,-46.08149,-25.30275,?,1
3615,'2016/11/03 14:25:57:675',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,72.713486,-68.171829,-50.865356,69.387985,-54.071289,68.336182,51.860962,-40.535561,-123.98645,58.710663,-39.639702,-22.96199,82.639603,-66.166664,-7.661026,96.596207,-46.029243,-24.50209,?,1
3616,'2016/11/03 14:25:57:728',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,74.05188,-67.859383,-53.982788,67.505783,-54.715279,65.577271,53.353241,-40.516777,-127.034821,58.507126,-39.599487,-25.689697,82.04686,-66.300835,-9.983185,96.380478,-46.04702,-24.721649,?,1
3617,'2016/11/03 14:25:57:782',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,75.089645,-67.743889,-55.524796,66.508911,-55.151451,64.023163,54.154739,-40.626656,-128.690277,58.388916,-39.714691,-27.206146,81.805435,-66.415359,-9.457703,96.258896,-46.122162,-24.824905,?,1
3618,'2016/11/03 14:25:57:832',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,75.9133,-67.389679,-57.399811,65.634506,-55.840843,62.438904,55.148315,-40.54026,-130.017517,58.398865,-39.835297,-28.403702,81.807266,-66.553261,-10.158707,96.281082,-46.100761,-24.582794,?,1
3619,'2016/11/03 14:25:57:879',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,76.490845,-67.082962,-58.6474,65.353729,-56.278793,61.419312,55.575287,-40.747353,-130.685135,58.487778,-39.895966,-29.064224,81.961334,-66.576698,-9.993439,96.387558,-46.039459,-24.61557,?,1
3620,'2016/11/03 14:25:57:928',70,65.144272,-148.205933,-116.533493,64.149887,-111.39328,-30.563492,77.280106,-122.904472,-96.468475,97.267426,-136.972595,-63.057632,130.263824,-116.121948,-143.308533,115.735229,-110.81279,-62.93866,76.856705,-66.777016,-59.690735,65.323105,-56.712654,60.708374,55.543884,-40.876755,-130.85376,58.442215,-39.94001,-29.261108,82.134018,-66.557327,-10.4245,96.394089,-45.88559,-24.756912,?,1
